"First Search Time (GMT),Country ID,All Department (APS) or Category,Site Variant,Device Type,Device Model',""Search Type (Keyword,Visual,Browse)"",Session ID,Query ID,Prime Customer (Y/N),Is from external link (Y/N),Search From External Site (Y/N),First Search Query String,Application Name,App Version,Operating System Name,Operating System Version,Device Type ID,Device Category,Customer IP,Search Method,Keywords,Amazon Business Customer (Y/N),Language,Server,Amazon Fresh Customer (Y/N),Music Subscriber (Y/N),First Browse Node,Last search Time (GMT),Last Department,Last Browse Node,Last Known Customer ID,First Added Item,First Purchased Item,First Consumed Item (Subscription),Number of Clicekd Items,Number of Items Added to Cart,Number of Items Ordered,Number of Paid Items Ordered,Number of Freee Items Ordered,Units Ordered,Paid Units Ordered,Free Units Ordered,Maximum Purchase Price,Clicked Any Item (Y/N),Added Any Item (Y/N),Purchased Any Item (Y/N),Department Count,Shopping Refinement,Highest Number of Shopping Refinements,Highest Number of Shopping Refinements,Items Consumed (Subscription),Shopping Refinement Pickers,Paid Purchase (Y/N),Item Borrowed (Y/N),Items Borrowed,Next Query Group via Click,Query Abandoned (Y/N),Query Reformulated (Y/N),Amazon Fresh (Y/N),Store Visited";;;;
"7/29/2018 17:11,4,aps,Mobile Application,Smartphone,655240814,kw,262-5818492-9909222,1532884283,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=xX1UJCfbKw8WNCTC&crid=35DM4SFGJQO10&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=schilddrÃ¼senunterfunktion&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:schilddrÃ¼senunterfunktion&serial=UBE0215923005907&simOperator=26207&uaAppName=RetailSearchAndroid&uaAppType=Application&uaAppVersion=16.13.0.100"",RetailSearchAndroid,16.13.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,2.247.246.0,text,schilddrüsenunterfunktion,0,de_DE,www.amazon.de,0,0,301128,11:24.0,aps,301128,404597763,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,0,DE";;;;
"10/13/2018 15:02,4,aps,Mobile Application,Smartphone,892751330,kw,257-4378601-0727554,1539442945,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=6KUftv3raOaKOrFd&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=tasche damen champagner groÃ&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:tasche damen champagner groÃ&serial=UBE0215923005907&simOperator=26207&uaAppName=mShop&uaAppType=Application&uaAppVersion=16.19.0.100"",mShop,16.19.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,46.5.254.0,text,tasche damen champagner groß,0,de_DE,www.amazon.de,0,0,301128,02:26.0,aps,301128,404597763,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,1,0,1,0,DE";;;;
"10/13/2018 15:02,4,aps,Mobile Application,Smartphone,892751330,kw,257-4378601-0727554,1539442966,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=buEmAsBnNVQmqghn&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=tasche damen braun groÃ&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:tasche damen braun groÃ&serial=UBE0215923005907&simOperator=26207&uaAppName=mShop&uaAppType=Application&uaAppVersion=16.19.0.100"",mShop,16.19.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,46.5.254.0,text,tasche damen braun groß,0,de_DE,www.amazon.de,0,0,301128,08:28.0,aps,301128,404597763,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,0,0,0,0,DE";;;;
"10/13/2018 15:08,4,shoes,Mobile Application,Smartphone,892751330,kw,257-4378601-0727554,1539443313,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=kb4Ia5EoZZ7N8mqS&crid=2DQ8MDI8ERS7D&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=michael kors tasche&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:michael kors tasche&serial=UBE0215923005907&simOperator=26207&uaAppName=mShop&uaAppType=Application&uaAppVersion=16.19.0.100"",mShop,16.19.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,46.5.254.0,text,michael kors tasche,0,de_DE,www.amazon.de,0,0,1760237031,08:34.0,shoes,1760237031,404597763,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,,1,0,0,DE";;;;
"9/3/2018 15:15,4,aps,Mobile Application,Smartphone,784570334,kw,259-1024134-0300317,1535987744,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=55M3ux6VCd4TEfJd&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=klorollenhalter schaf&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:klorollenhalter schaf&serial=UBE0215923005907&simOperator=26207&uaAppName=mShop&uaAppType=Application&uaAppVersion=16.15.0.100"",mShop,16.15.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,46.5.0.0,text,klorollenhalter schaf,0,de_DE,www.amazon.de,0,0,301128,15:44.0,aps,301128,404597763,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,,1,0,0,DE";;;;
"8/27/2018 12:04,4,aps,Mobile Application,Smartphone,784570334,kw,257-8390895-1859602,1535371442,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=tn5fYZ29LQgtMyfY&crid=2DHP6TMQ80Q0Z&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=geschenk fÃ¼r mÃ¤nner&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:geschenk fÃ¼r mÃ¤nner&serial=UBE0215923005907&simOperator=26207&uaAppName=mShop&uaAppType=Application&uaAppVersion=16.15.0.100"",mShop,16.15.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,147.142.70.,text,geschenk für männer,0,de_DE,www.amazon.de,0,0,301128,05:29.0,aps,301128,404597763,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,0,DE";;;;
"8/9/2018 6:13,4,aps,Mobile Application,Smartphone,739240701,kw,257-8390895-1859602,1533795214,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=vxZVrUmyRKUw3VCq&crid=1HWHSJDRMZKSC&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=thermarest isomatte&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:thermarest isomatte&serial=UBE0215923005907&simOperator=26207&uaAppName=RetailSearchAndroid&uaAppType=Application&uaAppVersion=16.14.0.100"",RetailSearchAndroid,16.14.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,46.5.19.0,text,thermarest isomatte,0,de_DE,www.amazon.de,0,0,301128,16:35.0,aps,301128,404597763,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,0,DE";;;;
"8/8/2018 21:13,4,aps,Mobile Application,Smartphone,739240701,kw,257-8390895-1859602,1533762834,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=E7hCCX4ReiGrd44e&crid=28RFZDQ7IATZG&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=klausurenkurs strafrecht iii&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:klausurenkurs strafrecht iii&serial=UBE0215923005907&simOperator=26207&uaAppName=RetailSearchAndroid&uaAppType=Application&uaAppVersion=16.14.0.100"",RetailSearchAndroid,16.14.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,46.5.0.0,text,klausurenkurs strafrecht iii,0,de_DE,www.amazon.de,0,0,301128,13:55.0,aps,301128,404597763,381144641X,,,4,1,0,0,0,0,0,0,,1,1,0,1,,0,0,0,,0,0,0,0,0,0,0,DE";;;;
"8/8/2018 21:28,4,aps,Mobile Application,Smartphone,739240701,kw,257-8390895-1859602,1533763708,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=TClsaJa7pIfhFSxs&crid=3CAFHFFF6C5DT&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=exped isomatte&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:exped isomatte&serial=UBE0215923005907&simOperator=26207&uaAppName=RetailSearchAndroid&uaAppType=Application&uaAppVersion=16.14.0.100"",RetailSearchAndroid,16.14.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,46.5.0.0,text,exped isomatte,0,de_DE,www.amazon.de,0,0,301128,28:53.0,aps,301128,404597763,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,,1,0,0,DE";;;;
"9/6/2018 17:58,4,aps,Mobile Application,Smartphone,784570334,kw,259-1024134-0300317,1536256708,1,0,0,""__mk_de_DE=ÃMÃZÃÃ&buildFingerprint=HUAWEI&buildProduct=CRR-L09&cid=08e6b9c8bdfc91895ce634a035f3d00febd36433&cri=KKUi9uZtILEekb2d&crid=195F9NS37W2EG&dataVersion=v0.2&deviceDensityClassification=480&deviceScreenLayout=SCREENLAYOUT_SIZE_NORMAL&deviceType=A1MPSLFC7L5AFK&format=json&imgCrop=true&imgRes=0&k=khaleesi kostÃ¼m&manufacturer=HUAWEI&model=HUAWEI CRR-L09&osVersion=23&phoneType=PHONE_TYPE_GSM&rh=i:aps,k:khaleesi kostÃ¼m&serial=UBE0215923005907&simOperator=26207&uaAppName=mShop&uaAppType=Application&uaAppVersion=16.15.0.100"",mShop,16.15.0.100,Android,6,A3VHM2UE8EAUA1,HUAWEI CRR-L09,46.5.0.0,text,khaleesi kostüm,0,de_DE,www.amazon.de,0,0,301128,59:19.0,aps,301128,404597763,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,1,0,0,0,DE";;;;
